Date,Product Category,Quantity Sold,Price per Unit,Total Price
18/05/2022,Food,6,9.5,57
18/05/2022,Furniture,6,24.5,147
18/05/2022,Electric household essentials,7,21.5,150.5
18/05/2022,Electric household essentials,7,26,182
18/05/2022,Patisserie,8,18.5,148
18/05/2022,Computers and electric accessories,9,6.5,58.5
18/05/2022,Butchers,9,32,288
19/05/2022,Patisserie,1,9.5,9.5
19/05/2022,Electric household essentials,1,12.5,12.5
19/05/2022,Electric household essentials,1,21.5,21.5
19/05/2022,Computers and electric accessories,3,5,15
19/05/2022,Electric household essentials,3,29,87
19/05/2022,Food,4,5,20
19/05/2022,Electric household essentials,7,23,161
19/05/2022,Furniture,8,30.5,244
19/05/2022,Milk Products,8,30.5,244
19/05/2022,Butchers,9,8,72
19/05/2022,Computers and electric accessories,9,21.5,193.5
19/05/2022,Butchers,10,8,80
20/05/2022,Milk Products,3,12.5,37.5
20/05/2022,Patisserie,6,14,84
20/05/2022,Food,6,29,174
20/05/2022,Patisserie,6,39.5,237
21/05/2022,Patisserie,1,33.5,33.5
21/05/2022,Patisserie,2,21.5,43
21/05/2022,Computers and electric accessories,6,23,138
21/05/2022,Furniture,7,17,119
21/05/2022,Electric household essentials,7,26,182
21/05/2022,Furniture,8,41,328
21/05/2022,Beverages,9,18.5,166.5
21/05/2022,Food,9,23,207
21/05/2022,Milk Products,9,27.5,247.5
21/05/2022,Food,10,20,200
21/05/2022,Milk Products,10,27.5,275
22/05/2022,Patisserie,1,20,20
22/05/2022,Milk Products,2,27.5,55
22/05/2022,Food,3,11,33
22/05/2022,Computers and electric accessories,3,36.5,109.5
22/05/2022,Milk Products,4,20,80
22/05/2022,Beverages,4,39.5,158
22/05/2022,Patisserie,5,14,70
22/05/2022,Furniture,5,39.5,197.5
22/05/2022,Computers and electric accessories,5,41,205
22/05/2022,Patisserie,6,17,102
22/05/2022,Computers and electric accessories,7,5,35
22/05/2022,Milk Products,7,23,161
22/05/2022,Beverages,7,27.5,192.5
22/05/2022,Milk Products,7,30.5,213.5
22/05/2022,Furniture,8,15.5,124
22/05/2022,Food,8,20,160
22/05/2022,Furniture,8,24.5,196
22/05/2022,Patisserie,10,38,380
23/05/2022,Furniture,2,35,70
23/05/2022,Electric household essentials,4,17,68
23/05/2022,Patisserie,4,36.5,146
23/05/2022,Computers and electric accessories,7,33.5,234.5
23/05/2022,Food,8,17,136
23/05/2022,Beverages,8,24.5,196
24/05/2022,Patisserie,1,39.5,39.5
24/05/2022,Butchers,4,32,128
24/05/2022,Furniture,8,5,40
24/05/2022,Food,8,14,112
24/05/2022,Furniture,8,33.5,268
24/05/2022,Computers and electric accessories,9,11,99
25/05/2022,Furniture,2,35,70
25/05/2022,Computers and electric accessories,2,35,70
25/05/2022,Food,5,23,115
25/05/2022,Beverages,5,24.5,122.5
25/05/2022,Electric household essentials,8,41,328
25/05/2022,Computers and electric accessories,10,6.5,65
26/05/2022,Furniture,2,9.5,19
26/05/2022,Electric household essentials,4,29,116
26/05/2022,Butchers,5,21.5,107.5
26/05/2022,Butchers,5,27.5,137.5
26/05/2022,Milk Products,6,15.5,93
26/05/2022,Computers and electric accessories,6,32,192
26/05/2022,Electric household essentials,8,23,184
26/05/2022,Computers and electric accessories,8,26,208
26/05/2022,Patisserie,9,9.5,85.5
27/05/2022,Furniture,1,6.5,6.5
27/05/2022,Food,1,24.5,24.5
27/05/2022,Patisserie,2,14,28
27/05/2022,Patisserie,3,5,15
27/05/2022,Computers and electric accessories,5,18.5,92.5
27/05/2022,Milk Products,6,15.5,93
27/05/2022,Beverages,6,35,210
27/05/2022,Electric household essentials,8,26,208
27/05/2022,Food,8,41,328
27/05/2022,Computers and electric accessories,9,11,99
27/05/2022,Beverages,9,21.5,193.5
28/05/2022,Patisserie,1,29,29
28/05/2022,Butchers,2,6.5,13
28/05/2022,Butchers,4,36.5,146
28/05/2022,Patisserie,5,21.5,107.5
28/05/2022,Beverages,7,39.5,276.5
28/05/2022,Milk Products,8,21.5,172
28/05/2022,Food,8,35,280
28/05/2022,Patisserie,9,24.5,220.5
28/05/2022,Milk Products,9,36.5,328.5
29/05/2022,Patisserie,1,8,8
29/05/2022,Milk Products,1,11,11
29/05/2022,Butchers,1,12.5,12.5
29/05/2022,Computers and electric accessories,1,21.5,21.5
29/05/2022,Butchers,3,21.5,64.5
29/05/2022,Butchers,3,41,123
29/05/2022,Food,6,29,174
29/05/2022,Furniture,7,14,98
29/05/2022,Furniture,10,6.5,65
29/05/2022,Milk Products,10,8,80
30/05/2022,Electric household essentials,1,5,5
30/05/2022,Milk Products,1,21.5,21.5
30/05/2022,Food,2,11,22
30/05/2022,Patisserie,2,27.5,55
30/05/2022,Electric household essentials,3,12.5,37.5
30/05/2022,Computers and electric accessories,3,36.5,109.5
30/05/2022,Electric household essentials,4,33.5,134
30/05/2022,Patisserie,5,14,70
30/05/2022,Milk Products,5,23,115
30/05/2022,Butchers,5,41,205
30/05/2022,Milk Products,6,5,30
30/05/2022,Beverages,6,6.5,39
30/05/2022,Butchers,6,27.5,165
30/05/2022,Food,7,11,77
30/05/2022,Beverages,7,15.5,108.5
30/05/2022,Beverages,7,24.5,171.5
30/05/2022,Electric household essentials,8,17,136
30/05/2022,Furniture,8,41,328
30/05/2022,Computers and electric accessories,9,8,72
30/05/2022,Furniture,9,11,99
30/05/2022,Electric household essentials,9,15.5,139.5
30/05/2022,Electric household essentials,9,26,234
30/05/2022,Milk Products,9,27.5,247.5
30/05/2022,Beverages,9,33.5,301.5
30/05/2022,Food,9,41,369
31/05/2022,Patisserie,2,36.5,73
31/05/2022,Beverages,4,24.5,98
31/05/2022,Butchers,7,33.5,234.5
31/05/2022,Electric household essentials,10,17,170
01/06/2022,Milk Products,1,8,8
01/06/2022,Butchers,2,36.5,73
01/06/2022,Electric household essentials,3,12.5,37.5
01/06/2022,Computers and electric accessories,4,18.5,74
01/06/2022,Computers and electric accessories,5,5,25
01/06/2022,Milk Products,6,8,48
01/06/2022,Beverages,8,21.5,172
01/06/2022,Butchers,8,35,280
01/06/2022,Beverages,10,6.5,65
02/06/2022,Beverages,3,6.5,19.5
02/06/2022,Food,3,29,87
02/06/2022,Beverages,5,24.5,122.5
02/06/2022,Butchers,5,27.5,137.5
02/06/2022,Electric household essentials,6,33.5,201
02/06/2022,Patisserie,7,21.5,150.5
02/06/2022,Patisserie,7,26,182
02/06/2022,Milk Products,7,32,224
02/06/2022,Computers and electric accessories,8,23,184
02/06/2022,Patisserie,10,20,200
03/06/2022,Beverages,1,8,8
03/06/2022,Computers and electric accessories,1,21.5,21.5
03/06/2022,Beverages,5,20,100
03/06/2022,Milk Products,5,27.5,137.5
03/06/2022,Butchers,6,20,120
03/06/2022,Food,6,39.5,237
03/06/2022,Butchers,8,11,88
03/06/2022,Food,10,17,170
03/06/2022,Patisserie,10,33.5,335
04/06/2022,Electric household essentials,3,33.5,100.5
04/06/2022,Milk Products,4,6.5,26
04/06/2022,Milk Products,4,20,80
04/06/2022,Patisserie,5,5,25
04/06/2022,Food,6,12.5,75
04/06/2022,Beverages,8,6.5,52
04/06/2022,Milk Products,9,24.5,220.5
04/06/2022,Electric household essentials,10,21.5,215
05/06/2022,Furniture,1,33.5,33.5
05/06/2022,Electric household essentials,2,32,64
05/06/2022,Computers and electric accessories,3,35,105
05/06/2022,Computers and electric accessories,3,36.5,109.5
05/06/2022,Food,4,6.5,26
05/06/2022,Electric household essentials,4,14,56
05/06/2022,Furniture,5,11,55
05/06/2022,Computers and electric accessories,6,33.5,201
05/06/2022,Electric household essentials,7,14,98
05/06/2022,Furniture,9,41,369
05/06/2022,Electric household essentials,10,17,170
05/06/2022,Furniture,10,35,350
06/06/2022,Patisserie,2,18.5,37
06/06/2022,Patisserie,3,21.5,64.5
06/06/2022,Food,3,23,69
06/06/2022,Beverages,4,15.5,62
06/06/2022,Beverages,5,21.5,107.5
06/06/2022,Computers and electric accessories,5,26,130
06/06/2022,Butchers,6,8,48
06/06/2022,Furniture,8,32,256
06/06/2022,Computers and electric accessories,9,32,288
06/06/2022,Patisserie,10,18.5,185
06/06/2022,Beverages,10,30.5,305
06/06/2022,Electric household essentials,10,32,320
07/06/2022,Furniture,3,20,60
07/06/2022,Milk Products,5,29,145
07/06/2022,Beverages,5,32,160
07/06/2022,Computers and electric accessories,6,33.5,201
07/06/2022,Electric household essentials,6,35,210
07/06/2022,Furniture,10,6.5,65
07/06/2022,Butchers,10,41,410
08/06/2022,Beverages,1,15.5,15.5
08/06/2022,Computers and electric accessories,2,14,28
08/06/2022,Milk Products,2,39.5,79
08/06/2022,Patisserie,4,23,92
08/06/2022,Milk Products,5,15.5,77.5
08/06/2022,Computers and electric accessories,5,24.5,122.5
08/06/2022,Computers and electric accessories,7,33.5,234.5
08/06/2022,Milk Products,8,12.5,100
08/06/2022,Electric household essentials,8,18.5,148
08/06/2022,Food,9,33.5,301.5
08/06/2022,Butchers,9,39.5,355.5
08/06/2022,Milk Products,10,12.5,125
09/06/2022,Patisserie,1,38,38
09/06/2022,Electric household essentials,5,29,145
09/06/2022,Patisserie,10,38,380
10/06/2022,Butchers,1,8,8
10/06/2022,Milk Products,1,33.5,33.5
10/06/2022,Milk Products,1,38,38
10/06/2022,Butchers,4,36.5,146
10/06/2022,Food,5,12.5,62.5
10/06/2022,Milk Products,5,29,145
10/06/2022,Food,6,11,66
10/06/2022,Butchers,6,26,156
10/06/2022,Computers and electric accessories,7,11,77
10/06/2022,Electric household essentials,7,36.5,255.5
10/06/2022,Patisserie,9,27.5,247.5
10/06/2022,Electric household essentials,10,32,320
10/06/2022,Computers and electric accessories,10,41,410
11/06/2022,Furniture,1,20,20
11/06/2022,Milk Products,1,26,26
11/06/2022,Beverages,2,29,58
11/06/2022,Electric household essentials,5,20,100
11/06/2022,Food,8,9.5,76
11/06/2022,Food,8,11,88
11/06/2022,Computers and electric accessories,9,11,99
11/06/2022,Patisserie,9,38,342
11/06/2022,Food,10,5,50
11/06/2022,Furniture,10,15.5,155
11/06/2022,Patisserie,10,41,410
12/06/2022,Computers and electric accessories,1,20,20
12/06/2022,Computers and electric accessories,3,26,78
12/06/2022,Food,4,41,164
12/06/2022,Furniture,6,11,66
12/06/2022,Patisserie,6,12.5,75
12/06/2022,Food,7,9.5,66.5
12/06/2022,Food,9,9.5,85.5
12/06/2022,Food,9,21.5,193.5
12/06/2022,Electric household essentials,9,26,234
12/06/2022,Electric household essentials,9,35,315
12/06/2022,Furniture,10,11,110
12/06/2022,Butchers,10,17,170
12/06/2022,Computers and electric accessories,10,29,290
13/06/2022,Milk Products,1,32,32
13/06/2022,Beverages,2,27.5,55
13/06/2022,Computers and electric accessories,2,38,76
13/06/2022,Furniture,3,20,60
13/06/2022,Beverages,4,18.5,74
13/06/2022,Computers and electric accessories,5,6.5,32.5
13/06/2022,Butchers,5,32,160
13/06/2022,Computers and electric accessories,6,18.5,111
13/06/2022,Electric household essentials,6,27.5,165
13/06/2022,Butchers,7,27.5,192.5
13/06/2022,Patisserie,8,5,40
13/06/2022,Beverages,8,27.5,220
13/06/2022,Beverages,8,33.5,268
13/06/2022,Furniture,8,35,280
13/06/2022,Computers and electric accessories,9,8,72
13/06/2022,Butchers,9,30.5,274.5
13/06/2022,Electric household essentials,10,36.5,365
14/06/2022,Furniture,2,38,76
14/06/2022,Butchers,4,30.5,122
14/06/2022,Milk Products,5,23,115
14/06/2022,Beverages,5,24.5,122.5
14/06/2022,Milk Products,6,29,174
14/06/2022,Patisserie,6,39.5,237
14/06/2022,Patisserie,9,21.5,193.5
14/06/2022,Patisserie,10,6.5,65
14/06/2022,Butchers,10,23,230
15/06/2022,Milk Products,2,20,40
15/06/2022,Butchers,3,32,96
15/06/2022,Butchers,4,15.5,62
15/06/2022,Beverages,5,6.5,32.5
15/06/2022,Milk Products,6,15.5,93
15/06/2022,Beverages,6,30.5,183
15/06/2022,Butchers,7,32,224
15/06/2022,Beverages,10,8,80
15/06/2022,Furniture,10,33.5,335
16/06/2022,Beverages,1,6.5,6.5
16/06/2022,Electric household essentials,1,21.5,21.5
16/06/2022,Electric household essentials,1,33.5,33.5
16/06/2022,Food,2,8,16
16/06/2022,Beverages,2,41,82
16/06/2022,Furniture,3,5,15
16/06/2022,Food,4,9.5,38
16/06/2022,Food,4,20,80
16/06/2022,Patisserie,4,21.5,86
16/06/2022,Food,4,26,104
16/06/2022,Electric household essentials,4,32,128
16/06/2022,Beverages,5,32,160
16/06/2022,Beverages,5,33.5,167.5
17/06/2022,Milk Products,1,14,14
17/06/2022,Computers and electric accessories,2,24.5,49
17/06/2022,Computers and electric accessories,2,24.5,49
17/06/2022,Computers and electric accessories,4,11,44
17/06/2022,Milk Products,4,32,128
17/06/2022,Electric household essentials,6,15.5,93
17/06/2022,Butchers,8,33.5,268
17/06/2022,Beverages,9,33.5,301.5
18/06/2022,Beverages,3,21.5,64.5
18/06/2022,Furniture,3,39.5,118.5
18/06/2022,Furniture,4,15.5,62
18/06/2022,Electric household essentials,8,17,136
18/06/2022,Electric household essentials,8,17,136
18/06/2022,Patisserie,9,33.5,301.5
18/06/2022,Electric household essentials,10,30.5,305
19/06/2022,Furniture,3,33.5,100.5
19/06/2022,Butchers,4,32,128
19/06/2022,Electric household essentials,6,11,66
19/06/2022,Food,9,30.5,274.5
19/06/2022,Butchers,10,41,410
20/06/2022,Milk Products,1,5,5
20/06/2022,Furniture,1,24.5,24.5
20/06/2022,Butchers,2,15.5,31
20/06/2022,Food,4,11,44
20/06/2022,Beverages,5,41,205
20/06/2022,Milk Products,7,14,98
20/06/2022,Butchers,7,15.5,108.5
20/06/2022,Electric household essentials,7,38,266
20/06/2022,Butchers,8,14,112
20/06/2022,Furniture,8,39.5,316
21/06/2022,Computers and electric accessories,1,6.5,6.5
21/06/2022,Patisserie,1,21.5,21.5
21/06/2022,Patisserie,2,23,46
21/06/2022,Patisserie,3,14,42
21/06/2022,Furniture,4,12.5,50
21/06/2022,Patisserie,4,15.5,62
21/06/2022,Butchers,5,36.5,182.5
21/06/2022,Beverages,7,21.5,150.5
21/06/2022,Patisserie,8,38,304
21/06/2022,Computers and electric accessories,9,20,180
21/06/2022,Beverages,9,24.5,220.5
21/06/2022,Computers and electric accessories,9,29,261
21/06/2022,Patisserie,10,27.5,275
22/06/2022,Food,1,8,8
22/06/2022,Butchers,1,21.5,21.5
22/06/2022,Beverages,2,27.5,55
22/06/2022,Food,2,41,82
22/06/2022,Beverages,3,6.5,19.5
22/06/2022,Patisserie,4,5,20
22/06/2022,Beverages,4,38,152
22/06/2022,Beverages,5,32,160
22/06/2022,Electric household essentials,8,32,256
22/06/2022,Electric household essentials,8,41,328
22/06/2022,Computers and electric accessories,10,15.5,155
23/06/2022,Beverages,3,21.5,64.5
23/06/2022,Electric household essentials,4,12.5,50
23/06/2022,Beverages,5,15.5,77.5
23/06/2022,Computers and electric accessories,5,15.5,77.5
23/06/2022,Computers and electric accessories,5,26,130
23/06/2022,Beverages,6,39.5,237
23/06/2022,Computers and electric accessories,7,35,245
23/06/2022,Computers and electric accessories,9,5,45
23/06/2022,Computers and electric accessories,10,26,260
24/06/2022,Milk Products,2,12.5,25
24/06/2022,Milk Products,2,23,46
24/06/2022,Beverages,3,6.5,19.5
24/06/2022,Furniture,3,33.5,100.5
24/06/2022,Computers and electric accessories,4,17,68
24/06/2022,Patisserie,4,23,92
24/06/2022,Food,4,39.5,158
24/06/2022,Patisserie,4,41,164
24/06/2022,Butchers,5,33.5,167.5
24/06/2022,Electric household essentials,6,21.5,129
24/06/2022,Patisserie,7,29,203
24/06/2022,Furniture,8,5,40
24/06/2022,Milk Products,8,6.5,52
24/06/2022,Computers and electric accessories,8,35,280
25/06/2022,Electric household essentials,1,9.5,9.5
25/06/2022,Furniture,3,26,78
25/06/2022,Patisserie,3,39.5,118.5
25/06/2022,Furniture,5,6.5,32.5
25/06/2022,Furniture,5,29,145
25/06/2022,Milk Products,6,36.5,219
25/06/2022,Beverages,6,39.5,237
25/06/2022,Patisserie,8,5,40
25/06/2022,Furniture,10,24.5,245
26/06/2022,Butchers,1,26,26
26/06/2022,Butchers,2,33.5,67
26/06/2022,Electric household essentials,2,41,82
26/06/2022,Computers and electric accessories,3,8,24
26/06/2022,Electric household essentials,4,18.5,74
26/06/2022,Computers and electric accessories,4,26,104
26/06/2022,Milk Products,5,27.5,137.5
26/06/2022,Computers and electric accessories,6,26,156
26/06/2022,Butchers,8,8,64
26/06/2022,Patisserie,8,39.5,316
26/06/2022,Milk Products,9,27.5,247.5
26/06/2022,Milk Products,10,29,290
27/06/2022,Patisserie,1,38,38
27/06/2022,Beverages,1,38,38
27/06/2022,Patisserie,1,38,38
27/06/2022,Furniture,2,11,22
27/06/2022,Computers and electric accessories,5,33.5,167.5
27/06/2022,Furniture,6,41,246
27/06/2022,Milk Products,7,11,77
27/06/2022,Butchers,9,8,72
27/06/2022,Food,9,9.5,85.5
27/06/2022,Patisserie,9,24.5,220.5
27/06/2022,Butchers,10,38,380
28/06/2022,Computers and electric accessories,1,21.5,21.5
28/06/2022,Milk Products,2,15.5,31
28/06/2022,Beverages,2,38,76
28/06/2022,Milk Products,3,11,33
28/06/2022,Furniture,5,12.5,62.5
28/06/2022,Beverages,6,30.5,183
28/06/2022,Furniture,8,11,88
28/06/2022,Furniture,8,11,88
28/06/2022,Electric household essentials,10,23,230
28/06/2022,Electric household essentials,10,29,290
28/06/2022,Milk Products,10,30.5,305
29/06/2022,Furniture,2,6.5,13
29/06/2022,Milk Products,2,14,28
29/06/2022,Computers and electric accessories,2,36.5,73
29/06/2022,Electric household essentials,2,41,82
29/06/2022,Beverages,3,21.5,64.5
29/06/2022,Butchers,5,5,25
29/06/2022,Beverages,5,6.5,32.5
29/06/2022,Beverages,5,6.5,32.5
29/06/2022,Butchers,5,30.5,152.5
29/06/2022,Computers and electric accessories,9,5,45
29/06/2022,Butchers,9,26,234
29/06/2022,Furniture,9,39.5,355.5
29/06/2022,Patisserie,10,36.5,365
30/06/2022,Food,1,36.5,36.5
30/06/2022,Computers and electric accessories,4,21.5,86
30/06/2022,Computers and electric accessories,5,21.5,107.5
30/06/2022,Butchers,6,35,210
30/06/2022,Milk Products,9,12.5,112.5
30/06/2022,Food,9,33.5,301.5
30/06/2022,Furniture,10,15.5,155
30/06/2022,Furniture,10,15.5,155
30/06/2022,Electric household essentials,10,17,170
01/07/2022,Beverages,1,27.5,27.5
01/07/2022,Electric household essentials,2,6.5,13
01/07/2022,Electric household essentials,4,33.5,134
01/07/2022,Beverages,5,20,100
01/07/2022,Electric household essentials,6,6.5,39
01/07/2022,Butchers,6,39.5,237
01/07/2022,Patisserie,8,27.5,220
01/07/2022,Electric household essentials,10,14,140
01/07/2022,Milk Products,10,35,350
02/07/2022,Beverages,1,8,8
02/07/2022,Furniture,1,26,26
02/07/2022,Beverages,1,29,29
02/07/2022,Beverages,1,38,38
02/07/2022,Food,1,41,41
02/07/2022,Food,2,17,34
02/07/2022,Food,2,18.5,37
02/07/2022,Beverages,3,39.5,118.5
02/07/2022,Patisserie,5,20,100
02/07/2022,Patisserie,5,24.5,122.5
02/07/2022,Electric household essentials,9,9.5,85.5
02/07/2022,Milk Products,9,32,288
02/07/2022,Furniture,10,11,110
02/07/2022,Milk Products,10,27.5,275
02/07/2022,Food,10,30.5,305
02/07/2022,Furniture,10,38,380
03/07/2022,Computers and electric accessories,2,30.5,61
03/07/2022,Food,3,12.5,37.5
03/07/2022,Food,5,29,145
03/07/2022,Milk Products,7,11,77
03/07/2022,Patisserie,7,33.5,234.5
03/07/2022,Beverages,10,8,80
03/07/2022,Milk Products,10,12.5,125
04/07/2022,Computers and electric accessories,1,24.5,24.5
04/07/2022,Beverages,2,6.5,13
04/07/2022,Food,2,9.5,19
04/07/2022,Electric household essentials,2,30.5,61
04/07/2022,Food,2,35,70
04/07/2022,Milk Products,3,8,24
04/07/2022,Beverages,3,9.5,28.5
04/07/2022,Beverages,3,38,114
04/07/2022,Computers and electric accessories,4,36.5,146
04/07/2022,Beverages,9,33.5,301.5
04/07/2022,Beverages,9,39.5,355.5
04/07/2022,Butchers,10,14,140
05/07/2022,Milk Products,1,20,20
05/07/2022,Computers and electric accessories,2,38,76
05/07/2022,Furniture,3,32,96
05/07/2022,Food,4,5,20
05/07/2022,Butchers,4,41,164
05/07/2022,Furniture,6,26,156
05/07/2022,Furniture,7,12.5,87.5
05/07/2022,Electric household essentials,9,15.5,139.5
05/07/2022,Computers and electric accessories,9,21.5,193.5
05/07/2022,Furniture,10,41,410
06/07/2022,Computers and electric accessories,2,33.5,67
06/07/2022,Computers and electric accessories,3,6.5,19.5
06/07/2022,Food,4,15.5,62
06/07/2022,Food,4,18.5,74
06/07/2022,Patisserie,4,20,80
06/07/2022,Computers and electric accessories,4,33.5,134
06/07/2022,Beverages,4,36.5,146
06/07/2022,Beverages,6,27.5,165
06/07/2022,Milk Products,8,38,304
07/07/2022,Patisserie,1,15.5,15.5
07/07/2022,Furniture,1,38,38
07/07/2022,Patisserie,4,15.5,62
07/07/2022,Butchers,5,41,205
07/07/2022,Computers and electric accessories,7,21.5,150.5
07/07/2022,Electric household essentials,8,33.5,268
07/07/2022,Patisserie,8,36.5,292
07/07/2022,Milk Products,9,9.5,85.5
07/07/2022,Food,9,26,234
07/07/2022,Milk Products,9,27.5,247.5
07/07/2022,Milk Products,10,11,110
07/07/2022,Milk Products,10,36.5,365
08/07/2022,Butchers,1,9.5,9.5
08/07/2022,Patisserie,1,24.5,24.5
08/07/2022,Electric household essentials,2,33.5,67
08/07/2022,Milk Products,2,39.5,79
08/07/2022,Food,3,9.5,28.5
08/07/2022,Milk Products,3,36.5,109.5
08/07/2022,Butchers,5,36.5,182.5
08/07/2022,Furniture,6,15.5,93
08/07/2022,Butchers,6,38,228
08/07/2022,Electric household essentials,8,33.5,268
08/07/2022,Furniture,10,6.5,65
08/07/2022,Furniture,10,26,260
08/07/2022,Food,10,30.5,305
09/07/2022,Butchers,1,11,11
09/07/2022,Patisserie,3,12.5,37.5
09/07/2022,Milk Products,3,15.5,46.5
09/07/2022,Food,5,30.5,152.5
09/07/2022,Furniture,5,33.5,167.5
09/07/2022,Butchers,6,9.5,57
09/07/2022,Furniture,7,33.5,234.5
09/07/2022,Butchers,7,36.5,255.5
09/07/2022,Butchers,8,23,184
09/07/2022,Food,8,35,280
09/07/2022,Computers and electric accessories,8,41,328
09/07/2022,Beverages,10,14,140
10/07/2022,Butchers,2,23,46
10/07/2022,Milk Products,2,29,58
10/07/2022,Butchers,2,41,82
10/07/2022,Milk Products,3,38,114
10/07/2022,Beverages,6,6.5,39
10/07/2022,Beverages,6,30.5,183
10/07/2022,Computers and electric accessories,7,6.5,45.5
10/07/2022,Patisserie,7,9.5,66.5
10/07/2022,Patisserie,7,24.5,171.5
10/07/2022,Beverages,9,29,261
10/07/2022,Milk Products,10,15.5,155
10/07/2022,Computers and electric accessories,10,15.5,155
10/07/2022,Food,10,23,230
11/07/2022,Butchers,1,12.5,12.5
11/07/2022,Electric household essentials,1,23,23
11/07/2022,Furniture,4,38,152
11/07/2022,Butchers,7,38,266
11/07/2022,Electric household essentials,9,6.5,58.5
11/07/2022,Butchers,9,8,72
11/07/2022,Furniture,9,41,369
12/07/2022,Beverages,1,24.5,24.5
12/07/2022,Milk Products,1,36.5,36.5
12/07/2022,Furniture,1,39.5,39.5
12/07/2022,Furniture,2,20,40
12/07/2022,Butchers,2,26,52
12/07/2022,Milk Products,2,32,64
12/07/2022,Furniture,3,5,15
12/07/2022,Electric household essentials,3,9.5,28.5
12/07/2022,Beverages,5,5,25
12/07/2022,Electric household essentials,5,32,160
12/07/2022,Food,6,20,120
12/07/2022,Beverages,6,33.5,201
12/07/2022,Butchers,7,26,182
12/07/2022,Butchers,8,6.5,52
12/07/2022,Butchers,8,21.5,172
12/07/2022,Computers and electric accessories,9,21.5,193.5
12/07/2022,Patisserie,10,24.5,245
13/07/2022,Food,2,23,46
13/07/2022,Electric household essentials,6,41,246
13/07/2022,Milk Products,7,18.5,129.5
13/07/2022,Butchers,7,33.5,234.5
13/07/2022,Butchers,8,12.5,100
13/07/2022,Patisserie,8,15.5,124
13/07/2022,Computers and electric accessories,8,24.5,196
13/07/2022,Patisserie,8,32,256
13/07/2022,Food,9,20,180
13/07/2022,Butchers,10,21.5,215
14/07/2022,Electric household essentials,1,6.5,6.5
14/07/2022,Milk Products,2,27.5,55
14/07/2022,Furniture,3,11,33
14/07/2022,Beverages,7,14,98
14/07/2022,Milk Products,8,12.5,100
14/07/2022,Beverages,8,20,160
14/07/2022,Beverages,8,20,160
14/07/2022,Electric household essentials,10,23,230
15/07/2022,Milk Products,4,30.5,122
15/07/2022,Furniture,5,17,85
15/07/2022,Milk Products,7,26,182
15/07/2022,Milk Products,7,38,266
15/07/2022,Food,8,20,160
15/07/2022,Beverages,8,24.5,196
15/07/2022,Patisserie,9,9.5,85.5
15/07/2022,Food,9,15.5,139.5
16/07/2022,Butchers,1,17,17
16/07/2022,Patisserie,1,21.5,21.5
16/07/2022,Butchers,3,12.5,37.5
16/07/2022,Computers and electric accessories,3,14,42
16/07/2022,Patisserie,4,14,56
16/07/2022,Food,4,36.5,146
16/07/2022,Computers and electric accessories,5,41,205
16/07/2022,Furniture,6,6.5,39
16/07/2022,Food,6,23,138
16/07/2022,Food,7,8,56
16/07/2022,Milk Products,7,15.5,108.5
16/07/2022,Beverages,8,24.5,196
16/07/2022,Beverages,9,14,126
16/07/2022,Butchers,9,20,180
16/07/2022,Food,10,20,200
17/07/2022,Electric household essentials,1,9.5,9.5
17/07/2022,Patisserie,2,24.5,49
17/07/2022,Electric household essentials,5,41,205
17/07/2022,Butchers,6,18.5,111
17/07/2022,Furniture,7,39.5,276.5
17/07/2022,Computers and electric accessories,9,35,315
18/07/2022,Computers and electric accessories,1,11,11
18/07/2022,Butchers,1,20,20
18/07/2022,Furniture,1,39.5,39.5
18/07/2022,Butchers,1,41,41
18/07/2022,Furniture,2,17,34
18/07/2022,Butchers,5,14,70
18/07/2022,Furniture,6,33.5,201
18/07/2022,Electric household essentials,9,41,369
19/07/2022,Electric household essentials,1,15.5,15.5
19/07/2022,Computers and electric accessories,1,21.5,21.5
19/07/2022,Beverages,2,29,58
19/07/2022,Milk Products,3,14,42
19/07/2022,Furniture,3,20,60
19/07/2022,Butchers,3,26,78
19/07/2022,Food,5,21.5,107.5
19/07/2022,Butchers,6,38,228
19/07/2022,Electric household essentials,7,6.5,45.5
19/07/2022,Computers and electric accessories,7,12.5,87.5
19/07/2022,Milk Products,7,23,161
19/07/2022,Milk Products,8,29,232
20/07/2022,Furniture,1,6.5,6.5
20/07/2022,Computers and electric accessories,1,27.5,27.5
20/07/2022,Patisserie,4,24.5,98
20/07/2022,Milk Products,5,5,25
20/07/2022,Electric household essentials,6,9.5,57
20/07/2022,Patisserie,7,20,140
20/07/2022,Food,10,9.5,95
20/07/2022,Milk Products,10,20,200
21/07/2022,Furniture,1,9.5,9.5
21/07/2022,Milk Products,1,12.5,12.5
21/07/2022,Butchers,1,27.5,27.5
21/07/2022,Butchers,1,36.5,36.5
21/07/2022,Beverages,3,24.5,73.5
21/07/2022,Furniture,4,29,116
21/07/2022,Furniture,5,38,190
21/07/2022,Beverages,6,26,156
21/07/2022,Butchers,6,27.5,165
21/07/2022,Patisserie,7,9.5,66.5
21/07/2022,Milk Products,7,27.5,192.5
21/07/2022,Computers and electric accessories,7,33.5,234.5
21/07/2022,Milk Products,9,8,72
21/07/2022,Computers and electric accessories,9,11,99
21/07/2022,Furniture,9,39.5,355.5
21/07/2022,Electric household essentials,9,39.5,355.5
21/07/2022,Patisserie,9,39.5,355.5
22/07/2022,Milk Products,2,29,58
